MS SubClass,Lot Frontage,Lot Area,Land Slope,Condition 1,Condition 2,Overall Qual,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Cond,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Functional,Fireplaces,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Mo Sold,Yr Sold,Sale Condition,Density_Ratio,BathPerBed,Garage_per_Living,House_Age,Years_Since_Remod,Age_Group,Remod_Group,Neighborhood_AvgPrice,Zone_AvgPrice,SaleType_AvgPrice,Lot_Area_log,Total_Bath,Kitchen Qual_num,Heating QC_num,Garage Qual_num,Fireplace Qu_num,Bsmt Qual_num,Exter Qual_num,Quality_Score,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_OthW,Heating_Other,Central Air_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD 
50,80.0,13837,1,6,5,7,5,1988,178.0,3,6,2,7,1002.0,3,202.0,0.0,1204.0,1377,806,2183,0.0,2,1,4,1,9,8,0,1988.0,2,3.0,786.0,5,3,0,0,0,2,2006,5,0.15775401069518716,0.4,0.3598901098901099,18,18,3,2,188406.90839694656,191252.78333333333,174436.85881877024,9.535173710058757,2.5,4,4,3,0,4,4,3.7142857142857144,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,149.0,12589,1,6,5,6,5,2005,1.0,4,4,2,6,0.0,5,0.0,742.0,742.0,742,742,1484,0.0,2,1,3,1,8,8,1,2005.0,4,2.0,390.0,5,3,36,24,0,6,2009,5,0.11787132644956315,0.5,0.26262626262626265,4,4,4,4,191218.9263803681,191252.78333333333,174436.85881877024,9.440658127038393,2.5,4,5,3,4,4,4,4.285714285714286,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,130.0,11457,1,6,5,6,5,1988,1.0,4,4,3,7,1005.0,5,0.0,387.0,1392.0,1412,0,1412,1.0,2,0,3,1,6,8,1,1988.0,2,2.0,576.0,5,3,0,0,169,3,2009,5,0.12323267585966137,0.5,0.40764331210191085,21,21,2,2,246599.54166666666,191252.78333333333,174436.85881877024,9.346443454968522,3.0,4,3,3,3,4,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,64.0,6979,1,6,5,6,5,1980,1.0,4,4,2,7,1056.0,5,0.0,0.0,1056.0,1056,0,1056,2.0,0,0,0,2,4,8,0,1980.0,2,2.0,576.0,5,3,264,56,0,6,2010,5,0.1512893982808023,0.0,0.5449385052034059,30,30,2,2,122343.4449339207,191252.78333333333,174436.85881877024,8.850804195756417,2.0,3,4,3,0,3,3,3.142857142857143,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,91.0,11830,1,4,5,8,5,2007,164.0,4,4,2,7,1220.0,5,0.0,322.0,1542.0,1542,0,1542,1.0,2,0,3,1,6,8,1,2007.0,2,3.0,852.0,5,3,168,110,0,7,2007,6,0.13033555912433437,0.5,0.5521710952689566,0,0,4,4,229707.32417582418,191252.78333333333,275744.7008547009,9.378478484253662,3.0,4,5,3,4,4,4,4.571428571428571,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,84.0,9660,1,6,5,8,5,1998,242.0,4,4,2,7,791.0,5,0.0,253.0,1044.0,1079,897,1976,1.0,2,1,3,1,7,8,1,1998.0,4,3.0,885.0,5,3,210,31,0,2,2006,5,0.20453369216437223,0.5,0.44764795144157815,8,8,3,3,330319.1267605634,191252.78333333333,174436.85881877024,9.17585244151751,3.5,4,5,3,5,4,4,4.714285714285714,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,78.0,12090,1,6,5,7,7,2003,306.0,4,4,2,5,321.0,5,0.0,404.0,725.0,725,754,1479,0.0,2,1,3,1,6,8,1,1981.0,3,2.0,484.0,5,3,167,72,0,3,2007,5,0.12232238855346952,0.5,0.327027027027027,26,4,2,4,188406.90839694656,191252.78333333333,174436.85881877024,9.400216653174247,2.5,4,5,3,3,4,4,4.285714285714286,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,65.0,11200,1,6,5,5,3,1964,1.0,2,4,3,6,0.0,5,0.0,1250.0,1250.0,1298,0,1298,0.0,2,0,3,1,5,8,0,1964.0,2,2.0,504.0,3,1,0,144,0,6,2010,5,0.11588251049013482,0.5,0.38799076212471134,46,46,2,1,129453.84946236559,191252.78333333333,133812.20731707316,9.32375833901174,2.0,3,5,3,0,3,3,3.142857142857143,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70,74.0,11988,3,6,5,6,7,1995,1.0,4,4,2,4,326.0,5,0.0,389.0,715.0,849,811,1660,0.0,1,1,3,1,6,8,1,1939.0,2,1.0,240.0,5,3,0,0,0,8,2008,5,0.13846025523396446,0.25,0.1444912703190849,74,13,1,3,207713.0980392157,191252.78333333333,174436.85881877024,9.391744841707654,1.5,3,2,3,4,3,3,3.4285714285714284,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,75.0,9157,1,6,5,7,5,2003,1.0,4,4,2,6,0.0,5,0.0,912.0,912.0,1072,942,2014,0.0,2,1,3,1,9,8,0,2003.0,4,2.0,486.0,5,3,124,114,0,2,2009,2,0.21991701244813278,0.5,0.2411910669975186,6,6,4,3,246599.54166666666,191252.78333333333,174436.85881877024,9.12238309321704,2.5,4,5,3,0,4,4,3.857142857142857,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,52.0,6240,1,6,5,5,6,1950,1.0,4,4,2,6,0.0,5,0.0,1042.0,1042.0,1042,534,1576,0.0,1,0,3,1,8,8,1,1928.0,2,1.0,225.0,5,3,0,0,0,8,2006,3,0.25252363403300754,0.25,0.14267596702599875,78,56,1,1,125464.80582524271,126883.29571106094,174436.85881877024,8.738895704934043,1.0,3,5,3,4,3,3,3.7142857142857144,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
160,72.5,2117,1,6,5,6,5,2000,216.0,4,4,2,7,378.0,5,0.0,378.0,756.0,769,804,1573,0.0,2,1,3,1,5,8,0,2000.0,2,2.0,440.0,5,3,0,32,0,6,2010,5,0.7426817752596789,0.5,0.2795425667090216,10,10,3,3,229707.32417582418,218986.94964028776,174436.85881877024,7.658227526161352,2.5,4,5,3,0,4,4,3.7142857142857144,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,85.0,14191,1,6,5,8,5,2002,1.0,4,4,2,6,0.0,5,0.0,967.0,967.0,993,915,1908,0.0,2,1,4,1,9,8,0,2002.0,4,2.0,431.0,5,3,135,0,0,4,2010,5,0.13444193912063135,0.4,0.22577265584075432,8,8,3,3,246599.54166666666,191252.78333333333,174436.85881877024,9.56043370454936,2.5,4,5,3,0,4,4,4.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,65.0,6435,1,5,5,6,5,1950,1.0,4,4,2,6,0.0,5,0.0,972.0,972.0,972,605,1577,0.0,1,0,3,1,6,8,1,1939.0,2,1.0,312.0,5,3,0,0,0,10,2006,5,0.24502796768178994,0.25,0.19771863117870722,67,56,1,1,125464.80582524271,191252.78333333333,174436.85881877024,8.769662508112274,1.0,2,4,3,4,3,3,3.5714285714285716,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
